,ID,Players,Bat_Score,Bowling_Score,Fielding_Score,Score
0,335982,AA Noffke,13.0,34.0,0.0,47.0
1,335982,B Akhil,-2.0,0.0,0.0,-2.0
2,335982,BB McCullum,316.0,0.0,8.0,324.0
3,335982,CL White,6.0,0.0,8.0,14.0
4,335982,DJ Hussey,16.0,0.0,0.0,16.0
5,335982,JH Kallis,14.0,32.0,8.0,54.0
6,335982,MV Boucher,11.0,0.0,0.0,11.0
7,335982,Mohammad Hafeez,9.0,0.0,0.0,9.0
8,335982,P Kumar,34.0,8.0,8.0,50.0
9,335982,R Dravid,2.0,0.0,0.0,2.0
10,335982,RT Ponting,30.0,0.0,16.0,46.0
11,335982,SB Joshi,3.0,4.0,0.0,7.0
12,335982,SC Ganguly,18.0,83.0,0.0,101.0
13,335982,V Kohli,1.0,0.0,0.0,1.0
14,335982,W Jaffer,0.0,0.0,0.0,0.0
15,335982,Z Khan,3.0,38.0,0.0,41.0
16,335983,IK Pathan,3.0,78.0,8.0,89.0
17,335983,JDP Oram,19.0,6.0,0.0,25.0
18,335983,JR Hopes,141.0,39.0,0.0,180.0
19,335983,K Goel,38.0,-4.0,0.0,34.0
20,335983,KC Sangakkara,98.0,0.0,8.0,106.0
21,335983,MEK Hussey,242.0,0.0,0.0,242.0
22,335983,ML Hayden,49.0,0.0,0.0,49.0
23,335983,MS Dhoni,2.0,0.0,0.0,2.0
24,335983,PA Patel,27.0,0.0,8.0,35.0
25,335983,S Badrinath,59.0,0.0,0.0,59.0
26,335983,SK Raina,62.0,0.0,0.0,62.0
27,335983,SM Katich,27.0,0.0,0.0,27.0
28,335983,Yuvraj Singh,45.0,0.0,0.0,45.0
29,335984,D Salunkhe,46.0,0.0,0.0,46.0
30,335984,DS Lehmann,1.0,0.0,0.0,1.0
31,335984,G Gambhir,104.0,0.0,0.0,104.0
32,335984,M Kaif,3.0,0.0,0.0,3.0
33,335984,M Rawat,2.0,0.0,0.0,2.0
34,335984,RA Jadeja,53.0,0.0,0.0,53.0
35,335984,S Dhawan,96.0,0.0,0.0,96.0
36,335984,SK Trivedi,3.0,4.0,0.0,7.0
37,335984,SK Warne,22.0,2.0,0.0,24.0
38,335984,SR Watson,39.0,47.0,0.0,86.0
39,335984,T Kohli,9.0,0.0,0.0,9.0
40,335984,V Sehwag,24.0,0.0,0.0,24.0
41,335984,YK Pathan,18.0,4.0,0.0,22.0
42,335985,AM Nayar,32.0,2.0,28.0,62.0
43,335985,B Akhil,3.0,68.0,0.0,71.0
44,335985,DJ Thornely,-2.0,0.0,0.0,-2.0
45,335985,Harbhajan Singh,2.0,66.0,0.0,68.0
46,335985,JH Kallis,31.0,-4.0,0.0,27.0
47,335985,L Ronchi,16.0,0.0,8.0,24.0
48,335985,LRPL Taylor,45.0,0.0,0.0,45.0
49,335985,MV Boucher,71.0,0.0,12.0,83.0
50,335985,PR Shah,27.0,0.0,0.0,27.0
51,335985,R Dravid,52.0,0.0,0.0,52.0
52,335985,RV Uthappa,78.0,0.0,0.0,78.0
53,335985,S Chanderpaul,30.0,0.0,0.0,30.0
54,335985,SM Pollock,56.0,16.0,0.0,72.0
55,335985,ST Jayasuriya,59.0,33.0,0.0,92.0
56,335985,V Kohli,45.0,0.0,16.0,61.0
57,335986,A Symonds,56.0,3.0,8.0,67.0
58,335986,AC Gilchrist,39.0,0.0,0.0,39.0
59,335986,AS Yadav,16.0,0.0,0.0,16.0
60,335986,BB McCullum,9.0,0.0,0.0,9.0
61,335986,DJ Hussey,64.0,33.0,8.0,105.0
62,335986,LR Shukla,4.0,0.0,8.0,12.0
63,335986,Mohammad Hafeez,23.0,58.0,20.0,101.0
64,335986,RG Sharma,-2.0,0.0,8.0,6.0
65,335986,RP Singh,1.0,41.0,0.0,42.0
66,335986,RT Ponting,-2.0,0.0,0.0,-2.0
67,335986,SB Bangar,26.0,15.0,0.0,41.0
68,335986,SB Styris,10.0,18.0,8.0,36.0
69,335986,SC Ganguly,12.0,0.0,8.0,20.0
70,335986,VVS Laxman,-2.0,0.0,0.0,-2.0
71,335986,WP Saha,10.0,0.0,16.0,26.0
72,335986,WPUJC Vaas,-2.0,85.0,0.0,83.0
73,335986,Y Venugopal Rao,18.0,0.0,0.0,18.0
74,335987,B Lee,-2.0,42.0,0.0,40.0
75,335987,DPMD Jayawardene,2.0,0.0,0.0,2.0
76,335987,DS Lehmann,29.0,0.0,0.0,29.0
77,335987,IK Pathan,16.0,53.0,0.0,69.0
78,335987,JR Hopes,24.0,40.0,0.0,64.0
79,335987,K Goel,54.0,0.0,0.0,54.0
80,335987,KC Sangakkara,38.0,0.0,8.0,46.0
81,335987,Kamran Akmal,29.0,0.0,20.0,49.0
82,335987,M Kaif,9.0,0.0,0.0,9.0
83,335987,PP Chawla,46.0,-2.0,8.0,52.0
84,335987,RA Jadeja,66.0,0.0,12.0,78.0
85,335987,S Sohal,4.0,0.0,0.0,4.0
86,335987,SR Watson,150.0,12.0,0.0,162.0
87,335987,WA Mota,1.0,1.0,0.0,2.0
88,335987,YK Pathan,11.0,3.0,0.0,14.0
89,335987,Yuvraj Singh,111.0,0.0,0.0,111.0
90,335988,A Symonds,20.0,-2.0,0.0,18.0
91,335988,AC Gilchrist,14.0,0.0,8.0,22.0
92,335988,AS Yadav,20.0,0.0,0.0,20.0
93,335988,G Gambhir,20.0,0.0,8.0,28.0
94,335988,RG Sharma,126.0,0.0,0.0,126.0
95,335988,RP Singh,1.0,37.0,0.0,38.0
96,335988,S Dhawan,37.0,0.0,8.0,45.0
97,335988,SB Bangar,4.0,-3.0,0.0,1.0
98,335988,Shahid Afridi,2.0,3.0,0.0,5.0
99,335988,V Sehwag,194.0,0.0,0.0,194.0
100,335988,VVS Laxman,2.0,0.0,0.0,2.0
101,335988,WPUJC Vaas,18.0,7.0,0.0,25.0
102,335988,Y Venugopal Rao,20.0,0.0,0.0,20.0
103,335989,A Nehra,1.0,42.0,0.0,43.0
104,335989,AM Nayar,79.0,2.0,0.0,81.0
105,335989,DJ Bravo,38.0,-3.0,16.0,51.0
106,335989,Harbhajan Singh,54.0,2.0,12.0,68.0
107,335989,JDP Oram,9.0,1.0,8.0,18.0
108,335989,L Ronchi,2.0,0.0,8.0,10.0
109,335989,MA Khote,15.0,63.0,0.0,78.0
110,335989,MEK Hussey,9.0,0.0,0.0,9.0
111,335989,ML Hayden,165.0,0.0,0.0,165.0
112,335989,MS Dhoni,56.0,0.0,0.0,56.0
113,335989,PA Patel,26.0,0.0,0.0,26.0
114,335989,RV Uthappa,77.0,0.0,0.0,77.0
115,335989,S Badrinath,2.0,0.0,20.0,22.0
116,335989,SK Raina,95.0,0.0,8.0,103.0
117,335989,SM Pollock,23.0,7.0,0.0,30.0
118,335989,ST Jayasuriya,42.0,0.0,0.0,42.0
119,335990,A Symonds,243.0,-4.0,16.0,255.0
120,335990,AC Gilchrist,25.0,0.0,0.0,25.0
121,335990,AS Yadav,28.0,0.0,0.0,28.0
122,335990,D Salunkhe,1.0,2.0,8.0,11.0
123,335990,GC Smith,131.0,0.0,0.0,131.0
124,335990,Kamran Akmal,22.0,0.0,20.0,42.0
125,335990,M Kaif,64.0,0.0,0.0,64.0
126,335990,Pankaj Singh,4.0,4.0,0.0,8.0
127,335990,RA Jadeja,1.0,0.0,8.0,9.0
128,335990,RG Sharma,58.0,0.0,0.0,58.0
129,335990,SK Warne,42.0,59.0,0.0,101.0
130,335990,SR Watson,4.0,43.0,0.0,47.0
131,335990,Shahid Afridi,20.0,111.0,0.0,131.0
132,335990,VVS Laxman,28.0,0.0,12.0,40.0
133,335990,YK Pathan,125.0,66.0,0.0,191.0
134,335991,A Nehra,-4.0,67.0,8.0,71.0
135,335991,AM Nayar,2.0,0.0,0.0,2.0
136,335991,B Lee,30.0,53.0,12.0,95.0
137,335991,DJ Bravo,39.0,6.0,20.0,65.0
138,335991,DPMD Jayawardene,18.0,0.0,0.0,18.0
139,335991,DS Kulkarni,-4.0,69.0,16.0,81.0
140,335991,Harbhajan Singh,-2.0,110.0,20.0,128.0
141,335991,IK Pathan,6.0,101.0,0.0,107.0
142,335991,K Goel,28.0,0.0,0.0,28.0
143,335991,KC Sangakkara,176.0,0.0,0.0,176.0
144,335991,L Ronchi,21.0,0.0,8.0,29.0
145,335991,MA Khote,12.0,2.0,0.0,14.0
146,335991,PP Chawla,-2.0,97.0,8.0,103.0
147,335991,RR Sarwan,7.0,0.0,8.0,15.0
148,335991,RV Uthappa,35.0,0.0,0.0,35.0
149,335991,S Sohal,-2.0,0.0,0.0,-2.0
150,335991,S Sreesanth,-2.0,72.0,0.0,70.0
151,335991,SM Pollock,36.0,38.0,0.0,74.0
152,335991,SS Tiwary,37.0,0.0,0.0,37.0
153,335991,ST Jayasuriya,1.0,0.0,0.0,1.0
154,335991,VRV Singh,8.0,40.0,0.0,48.0
155,335991,Yuvraj Singh,28.0,0.0,8.0,36.0
156,335992,GC Smith,85.0,0.0,8.0,93.0
157,335992,JH Kallis,19.0,2.0,0.0,21.0
158,335992,LRPL Taylor,90.0,0.0,0.0,90.0
159,335992,M Kaif,8.0,0.0,0.0,8.0
160,335992,M Rawat,-2.0,0.0,28.0,26.0
161,335992,MV Boucher,-2.0,0.0,16.0,14.0
162,335992,P Kumar,64.0,29.0,0.0,93.0
163,335992,R Dravid,-2.0,0.0,0.0,-2.0
164,335992,R Vinay Kumar,1.0,4.0,0.0,5.0
165,335992,S Chanderpaul,2.0,0.0,0.0,2.0
166,335992,SB Joshi,3.0,39.0,0.0,42.0
167,335992,SR Watson,117.0,79.0,0.0,196.0
168,335992,V Kohli,19.0,0.0,0.0,19.0
169,335992,YK Pathan,47.0,1.0,0.0,48.0
170,335992,Z Khan,25.0,46.0,0.0,71.0
171,335993,AB Agarkar,15.0,40.0,0.0,55.0
172,335993,BB McCullum,50.0,0.0,0.0,50.0
173,335993,DJ Hussey,-2.0,2.0,0.0,0.0
174,335993,I Sharma,4.0,8.0,8.0,20.0
175,335993,LR Shukla,68.0,2.0,0.0,70.0
176,335993,M Kartik,3.0,-3.0,0.0,0.0
177,335993,ML Hayden,124.0,0.0,0.0,124.0
178,335993,MS Dhoni,71.0,0.0,12.0,83.0
179,335993,Mohammad Hafeez,18.0,2.0,0.0,20.0
180,335993,PA Patel,33.0,0.0,0.0,33.0
181,335993,RT Ponting,-2.0,0.0,0.0,-2.0
182,335993,SC Ganguly,14.0,0.0,0.0,14.0
183,335993,WP Saha,57.0,0.0,0.0,57.0
184,335994,AC Gilchrist,245.0,0.0,16.0,261.0
185,335994,AM Nayar,60.0,0.0,0.0,60.0
186,335994,AM Rahane,-2.0,0.0,0.0,-2.0
187,335994,DJ Bravo,56.0,-3.0,0.0,53.0
188,335994,L Ronchi,25.0,0.0,0.0,25.0
189,335994,MA Khote,11.0,0.0,0.0,11.0
190,335994,RV Uthappa,10.0,0.0,0.0,10.0
191,335994,SM Pollock,53.0,-3.0,0.0,50.0
192,335994,ST Jayasuriya,26.0,1.0,0.0,27.0
193,335994,VVS Laxman,63.0,0.0,8.0,71.0
194,335995,B Lee,1.0,34.0,8.0,43.0
195,335995,DPMD Jayawardene,23.0,0.0,12.0,35.0
196,335995,G Gambhir,30.0,0.0,0.0,30.0
197,335995,IK Pathan,18.0,85.0,0.0,103.0
198,335995,K Goel,1.0,0.0,0.0,1.0
199,335995,KC Sangakkara,8.0,0.0,8.0,16.0
200,335995,KD Karthik,44.0,0.0,28.0,72.0
201,335995,MF Maharoof,26.0,5.0,0.0,31.0
202,335995,MK Tiwary,67.0,0.0,0.0,67.0
203,335995,R Bhatia,27.0,2.0,0.0,29.0
204,335995,S Dhawan,-2.0,0.0,0.0,-2.0
205,335995,SM Katich,149.0,0.0,0.0,149.0
206,335995,Shoaib Malik,31.0,38.0,0.0,69.0
207,335995,TM Srivastava,7.0,0.0,0.0,7.0
208,335995,V Sehwag,10.0,0.0,12.0,22.0
209,335995,VY Mahesh,6.0,43.0,0.0,49.0
210,335995,Yuvraj Singh,68.0,47.0,16.0,131.0
211,335996,B Akhil,2.0,9.0,0.0,11.0
212,335996,B Chipli,12.0,0.0,0.0,12.0
213,335996,DW Steyn,1.0,11.0,0.0,12.0
214,335996,JH Kallis,24.0,4.0,8.0,36.0
215,335996,LRPL Taylor,95.0,0.0,0.0,95.0
216,335996,MEK Hussey,75.0,0.0,16.0,91.0
217,335996,ML Hayden,19.0,0.0,0.0,19.0
218,335996,MS Dhoni,131.0,0.0,8.0,139.0
219,335996,MV Boucher,4.0,0.0,0.0,4.0
220,335996,P Kumar,6.0,38.0,0.0,44.0
221,335996,PA Patel,35.0,0.0,0.0,35.0
222,335996,R Dravid,-2.0,0.0,8.0,6.0
223,335996,SK Raina,48.0,0.0,20.0,68.0
224,335996,V Kohli,20.0,0.0,0.0,20.0
225,335996,W Jaffer,94.0,0.0,12.0,106.0
226,335996,Z Khan,12.0,113.0,0.0,125.0
227,335997,AB Agarkar,2.0,47.0,0.0,49.0
228,335997,AM Rahane,2.0,0.0,12.0,14.0
229,335997,BB McCullum,1.0,0.0,0.0,1.0
230,335997,DB Das,59.0,0.0,0.0,59.0
231,335997,DJ Bravo,114.0,43.0,0.0,157.0
232,335997,DJ Hussey,29.0,0.0,8.0,37.0
233,335997,LR Shukla,72.0,1.0,0.0,73.0
234,335997,M Kartik,14.0,8.0,0.0,22.0
235,335997,MK Pandey,-2.0,0.0,0.0,-2.0
236,335997,Mohammad Hafeez,2.0,1.0,0.0,3.0
237,335997,RT Ponting,21.0,0.0,0.0,21.0
238,335997,RV Uthappa,61.0,0.0,8.0,69.0
239,335997,SC Ganguly,8.0,1.0,0.0,9.0
240,335997,ST Jayasuriya,42.0,120.0,16.0,178.0
241,335998,G Gambhir,160.0,0.0,0.0,160.0
242,335998,JH Kallis,96.0,74.0,0.0,170.0
243,335998,KD Karthik,2.0,0.0,0.0,2.0
244,335998,LRPL Taylor,57.0,0.0,12.0,69.0
245,335998,MK Tiwary,15.0,0.0,0.0,15.0
246,335998,MV Boucher,55.0,0.0,0.0,55.0
247,335998,P Kumar,10.0,7.0,8.0,25.0
248,335998,R Bhatia,12.0,1.0,0.0,13.0
249,335998,R Dravid,64.0,0.0,8.0,72.0
250,335998,S Dhawan,96.0,0.0,16.0,112.0
251,335998,Shoaib Malik,10.0,1.0,0.0,11.0
252,335998,V Kohli,1.0,0.0,0.0,1.0
253,335998,V Sehwag,48.0,-6.0,8.0,50.0
254,335998,W Jaffer,16.0,0.0,0.0,16.0
255,335999,AC Gilchrist,6.0,0.0,0.0,6.0
256,335999,D Kalyankrishna,3.0,30.0,0.0,33.0
257,335999,DNT Zoysa,1.0,39.0,0.0,40.0
258,335999,DPMD Jayawardene,79.0,0.0,0.0,79.0
259,335999,HH Gibbs,7.0,0.0,0.0,7.0
260,335999,KC Sangakkara,3.0,0.0,0.0,3.0
261,335999,RG Sharma,152.0,0.0,8.0,160.0
262,335999,RP Singh,2.0,6.0,0.0,8.0
263,335999,RR Sarwan,23.0,0.0,0.0,23.0
264,335999,SB Bangar,3.0,11.0,12.0,26.0
265,335999,SE Marsh,158.0,0.0,8.0,166.0
266,335999,Shahid Afridi,23.0,3.0,0.0,26.0
267,335999,VVS Laxman,84.0,0.0,0.0,84.0
268,335999,Y Venugopal Rao,1.0,1.0,0.0,2.0
269,335999,Yuvraj Singh,22.0,0.0,28.0,50.0
270,336000,AB Agarkar,40.0,32.0,0.0,72.0
271,336000,AB Dinda,1.0,11.0,0.0,12.0
272,336000,BJ Hodge,1.0,0.0,0.0,1.0
273,336000,DB Das,15.0,0.0,0.0,15.0
274,336000,DJ Hussey,62.0,-5.0,8.0,65.0
275,336000,GC Smith,2.0,0.0,0.0,2.0
276,336000,I Sharma,1.0,49.0,0.0,50.0
277,336000,LR Shukla,2.0,39.0,0.0,41.0
278,336000,M Kaif,39.0,0.0,8.0,47.0
279,336000,M Rawat,1.0,0.0,8.0,9.0
280,336000,RA Jadeja,55.0,0.0,24.0,79.0
281,336000,SA Asnodkar,118.0,0.0,0.0,118.0
282,336000,SC Ganguly,91.0,1.0,0.0,92.0
283,336000,SK Warne,7.0,32.0,0.0,39.0
284,336000,SR Watson,-2.0,82.0,8.0,88.0
285,336000,Salman Butt,11.0,0.0,0.0,11.0
286,336000,Sohail Tanvir,3.0,75.0,0.0,78.0
287,336000,Umar Gul,2.0,116.0,12.0,130.0
288,336000,WP Saha,1.0,0.0,0.0,1.0
289,336000,YK Pathan,103.0,3.0,0.0,106.0
290,336001,AB de Villiers,38.0,0.0,0.0,38.0
291,336001,G Gambhir,88.0,0.0,0.0,88.0
292,336001,JA Morkel,56.0,4.0,0.0,60.0
293,336001,MS Dhoni,50.0,0.0,0.0,50.0
294,336001,PA Patel,33.0,0.0,0.0,33.0
295,336001,S Badrinath,17.0,0.0,0.0,17.0
296,336001,S Dhawan,27.0,0.0,0.0,27.0
297,336001,S Vidyut,100.0,0.0,0.0,100.0
298,336001,SK Raina,3.0,0.0,0.0,3.0
299,336001,SP Fleming,21.0,0.0,0.0,21.0
300,336001,V Sehwag,135.0,33.0,8.0,176.0
301,336002,AC Gilchrist,78.0,0.0,8.0,86.0
302,336002,AS Yadav,14.0,0.0,12.0,26.0
303,336002,B Akhil,57.0,-1.0,8.0,64.0
304,336002,CL White,51.0,0.0,0.0,51.0
305,336002,DB Ravi Teja,11.0,33.0,8.0,52.0
306,336002,HH Gibbs,87.0,0.0,0.0,87.0
307,336002,JH Kallis,59.0,1.0,0.0,60.0
308,336002,LPC Silva,-2.0,0.0,20.0,18.0
309,336002,Misbah-ul-Haq,60.0,0.0,0.0,60.0
310,336002,R Dravid,53.0,0.0,0.0,53.0
311,336002,RG Sharma,25.0,0.0,0.0,25.0
312,336002,RP Singh,1.0,13.0,0.0,14.0
313,336002,V Kohli,17.0,76.0,0.0,93.0
314,336002,W Jaffer,9.0,0.0,8.0,17.0
315,336002,WPUJC Vaas,-2.0,40.0,0.0,38.0
316,336002,Y Venugopal Rao,50.0,0.0,0.0,50.0
317,336003,AB Agarkar,1.0,5.0,0.0,6.0
318,336003,BJ Hodge,1.0,0.0,8.0,9.0
319,336003,DB Das,9.0,0.0,12.0,21.0
320,336003,DJ Hussey,123.0,37.0,0.0,160.0
321,336003,DPMD Jayawardene,16.0,0.0,0.0,16.0
322,336003,IK Pathan,32.0,97.0,8.0,137.0
323,336003,JR Hopes,34.0,0.0,8.0,42.0
324,336003,K Goel,10.0,0.0,0.0,10.0
325,336003,KC Sangakkara,52.0,0.0,0.0,52.0
326,336003,LR Shukla,7.0,0.0,0.0,7.0
327,336003,Mohammad Hafeez,23.0,35.0,0.0,58.0
328,336003,PP Chawla,39.0,2.0,0.0,41.0
329,336003,SC Ganguly,9.0,0.0,8.0,17.0
330,336003,SE Marsh,70.0,0.0,0.0,70.0
331,336003,WP Saha,103.0,0.0,24.0,127.0
332,336003,Yuvraj Singh,37.0,0.0,8.0,45.0
333,336004,AB de Villiers,35.0,0.0,8.0,43.0
334,336004,AM Nayar,2.0,0.0,8.0,10.0
335,336004,DJ Bravo,2.0,42.0,0.0,44.0
336,336004,DJ Thornely,54.0,33.0,8.0,95.0
337,336004,G Gambhir,1.0,0.0,0.0,1.0
338,336004,GD McGrath,-2.0,12.0,0.0,10.0
339,336004,KD Karthik,44.0,0.0,0.0,44.0
340,336004,Mohammad Asif,-2.0,35.0,0.0,33.0
341,336004,PJ Sangwan,2.0,43.0,8.0,53.0
342,336004,R Bhatia,15.0,43.0,0.0,58.0
343,336004,RR Raje,10.0,5.0,0.0,15.0
344,336004,RV Uthappa,34.0,0.0,28.0,62.0
345,336004,S Dhawan,1.0,0.0,0.0,1.0
346,336004,SM Pollock,63.0,81.0,8.0,152.0
347,336004,SS Tiwary,13.0,0.0,8.0,21.0
348,336004,ST Jayasuriya,68.0,0.0,0.0,68.0
349,336004,Shoaib Malik,28.0,33.0,16.0,77.0
350,336004,V Sehwag,74.0,42.0,0.0,116.0
351,336004,VY Mahesh,3.0,112.0,8.0,123.0
352,336004,YV Takawale,22.0,0.0,0.0,22.0
353,336005,GC Smith,55.0,0.0,8.0,63.0
354,336005,JA Morkel,68.0,3.0,0.0,71.0
355,336005,Joginder Sharma,-2.0,0.0,0.0,-2.0
356,336005,M Muralitharan,-2.0,47.0,0.0,45.0
357,336005,M Ntini,19.0,21.0,8.0,48.0
358,336005,MS Dhoni,1.0,0.0,0.0,1.0
359,336005,MS Gony,1.0,7.0,0.0,8.0
360,336005,PA Patel,-2.0,0.0,0.0,-2.0
361,336005,S Badrinath,27.0,0.0,0.0,27.0
362,336005,S Vidyut,9.0,35.0,0.0,44.0
363,336005,SA Asnodkar,56.0,0.0,0.0,56.0
364,336005,SK Raina,39.0,2.0,8.0,49.0
365,336005,SP Fleming,-2.0,0.0,0.0,-2.0
366,336005,SR Watson,24.0,51.0,0.0,75.0
367,336005,YK Pathan,14.0,12.0,0.0,26.0
368,336006,A Kumble,3.0,5.0,0.0,8.0
369,336006,CL White,-2.0,0.0,8.0,6.0
370,336006,DPMD Jayawardene,25.0,0.0,8.0,33.0
371,336006,DT Patil,8.0,0.0,16.0,24.0
372,336006,DW Steyn,1.0,18.0,0.0,19.0
373,336006,IK Pathan,27.0,62.0,12.0,101.0
374,336006,JH Kallis,-2.0,7.0,0.0,5.0
375,336006,JR Hopes,9.0,1.0,0.0,10.0
376,336006,Misbah-ul-Haq,12.0,0.0,0.0,12.0
377,336006,P Kumar,-2.0,89.0,0.0,87.0
378,336006,R Dravid,120.0,0.0,0.0,120.0
379,336006,RR Sarwan,57.0,0.0,0.0,57.0
380,336006,SE Marsh,65.0,0.0,12.0,77.0
381,336006,V Kohli,58.0,0.0,0.0,58.0
382,336006,W Jaffer,-2.0,0.0,0.0,-2.0
383,336006,Yuvraj Singh,1.0,0.0,0.0,1.0
384,336006,Z Khan,-2.0,80.0,0.0,78.0
385,336007,AC Gilchrist,106.0,0.0,0.0,106.0
386,336007,HH Gibbs,20.0,0.0,8.0,28.0
387,336007,JA Morkel,49.0,45.0,0.0,94.0
388,336007,Joginder Sharma,30.0,1.0,0.0,31.0
389,336007,MS Dhoni,31.0,0.0,0.0,31.0
390,336007,MS Gony,27.0,43.0,0.0,70.0
391,336007,PA Patel,8.0,0.0,0.0,8.0
392,336007,RG Sharma,39.0,0.0,16.0,55.0
393,336007,S Anirudha,1.0,0.0,0.0,1.0
394,336007,S Badrinath,-2.0,0.0,16.0,14.0
395,336007,SB Styris,58.0,38.0,0.0,96.0
396,336007,SK Raina,56.0,0.0,0.0,56.0
397,336007,SP Fleming,22.0,0.0,0.0,22.0
398,336007,Shahid Afridi,40.0,35.0,16.0,91.0
399,336008,AM Nayar,16.0,0.0,0.0,16.0
400,336008,DJ Bravo,1.0,94.0,0.0,95.0
401,336008,GC Smith,5.0,0.0,0.0,5.0
402,336008,M Kaif,4.0,0.0,0.0,4.0
403,336008,M Rawat,1.0,0.0,0.0,1.0
404,336008,MM Patel,-2.0,8.0,0.0,6.0
405,336008,RA Jadeja,-2.0,0.0,0.0,-2.0
406,336008,RV Uthappa,60.0,0.0,8.0,68.0
407,336008,SA Asnodkar,61.0,0.0,8.0,69.0
408,336008,SK Trivedi,1.0,8.0,0.0,9.0
409,336008,SK Warne,11.0,43.0,0.0,54.0
410,336008,SR Watson,58.0,72.0,0.0,130.0
411,336008,ST Jayasuriya,28.0,2.0,0.0,30.0
412,336008,Sohail Tanvir,10.0,19.0,0.0,29.0
413,336008,YK Pathan,1.0,0.0,8.0,9.0
414,336008,YV Takawale,41.0,0.0,40.0,81.0
415,336009,AB de Villiers,-2.0,0.0,16.0,14.0
416,336009,CK Kapugedera,8.0,0.0,16.0,24.0
417,336009,G Gambhir,154.0,0.0,0.0,154.0
418,336009,JA Morkel,60.0,75.0,0.0,135.0
419,336009,KD Karthik,10.0,0.0,0.0,10.0
420,336009,MK Tiwary,9.0,0.0,8.0,17.0
421,336009,MS Dhoni,49.0,0.0,0.0,49.0
422,336009,MS Gony,23.0,43.0,0.0,66.0
423,336009,S Badrinath,12.0,0.0,0.0,12.0
424,336009,S Dhawan,107.0,0.0,16.0,123.0
425,336009,S Vidyut,74.0,0.0,0.0,74.0
426,336009,SK Raina,1.0,0.0,8.0,9.0
427,336009,SP Fleming,76.0,0.0,0.0,76.0
428,336009,Shoaib Malik,2.0,-4.0,0.0,-2.0
429,336009,V Sehwag,35.0,-3.0,12.0,44.0
430,336010,A Chopra,2.0,0.0,0.0,2.0
431,336010,BJ Hodge,18.0,0.0,12.0,30.0
432,336010,CL White,52.0,0.0,12.0,64.0
433,336010,DJ Hussey,52.0,0.0,0.0,52.0
434,336010,J Arunkumar,42.0,0.0,0.0,42.0
435,336010,LR Shukla,19.0,0.0,0.0,19.0
436,336010,M Kartik,27.0,-4.0,20.0,43.0
437,336010,MV Boucher,88.0,0.0,8.0,96.0
438,336010,P Kumar,8.0,30.0,0.0,38.0
439,336010,R Dravid,-1.0,0.0,0.0,-1.0
440,336010,S Chanderpaul,9.0,0.0,0.0,9.0
441,336010,SC Ganguly,28.0,54.0,0.0,82.0
442,336010,T Taibu,23.0,0.0,0.0,23.0
443,336010,Umar Gul,12.0,4.0,0.0,16.0
444,336010,WP Saha,33.0,0.0,0.0,33.0
445,336011,AC Gilchrist,115.0,0.0,0.0,115.0
446,336011,DB Ravi Teja,10.0,0.0,0.0,10.0
447,336011,GC Smith,60.0,0.0,0.0,60.0
448,336011,HH Gibbs,27.0,0.0,8.0,35.0
449,336011,M Kaif,25.0,0.0,0.0,25.0
450,336011,PP Ojha,1.0,32.0,8.0,41.0
451,336011,RG Sharma,5.0,0.0,0.0,5.0
452,336011,RP Singh,2.0,43.0,0.0,45.0
453,336011,SB Bangar,3.0,2.0,0.0,5.0
454,336011,SB Styris,19.0,5.0,0.0,24.0
455,336011,SR Watson,9.0,37.0,0.0,46.0
456,336011,Shahid Afridi,1.0,9.0,0.0,10.0
457,336011,Y Venugopal Rao,47.0,0.0,0.0,47.0
458,336011,YK Pathan,128.0,32.0,0.0,160.0
459,336012,B Akhil,9.0,8.0,8.0,25.0
460,336012,CL White,48.0,0.0,0.0,48.0
461,336012,MV Boucher,30.0,0.0,0.0,30.0
462,336012,Misbah-ul-Haq,-2.0,0.0,0.0,-2.0
463,336012,P Kumar,12.0,4.0,0.0,16.0
464,336012,R Dravid,9.0,0.0,0.0,9.0
465,336012,R Vinay Kumar,39.0,9.0,0.0,48.0
466,336012,RV Uthappa,33.0,0.0,16.0,49.0
467,336012,SP Goswami,24.0,0.0,0.0,24.0
468,336012,SR Tendulkar,66.0,0.0,8.0,74.0
469,336012,ST Jayasuriya,106.0,0.0,0.0,106.0
470,336012,V Kohli,-2.0,0.0,0.0,-2.0
471,336013,DPMD Jayawardene,14.0,0.0,8.0,22.0
472,336013,IK Pathan,74.0,9.0,0.0,83.0
473,336013,JA Morkel,7.0,42.0,8.0,57.0
474,336013,JR Hopes,24.0,6.0,0.0,30.0
475,336013,K Goel,1.0,0.0,8.0,9.0
476,336013,MS Dhoni,104.0,0.0,16.0,120.0
477,336013,PP Chawla,27.0,35.0,0.0,62.0
478,336013,RR Sarwan,20.0,0.0,0.0,20.0
479,336013,S Badrinath,118.0,0.0,0.0,118.0
480,336013,S Vidyut,16.0,0.0,8.0,24.0
481,336013,SE Marsh,106.0,0.0,8.0,114.0
482,336013,SK Raina,46.0,0.0,8.0,54.0
483,336013,SP Fleming,1.0,0.0,8.0,9.0
484,336013,U Kaul,-2.0,0.0,0.0,-2.0
485,336013,VRV Singh,-2.0,39.0,0.0,37.0
486,336013,Yuvraj Singh,2.0,1.0,8.0,11.0
487,336014,A Chopra,36.0,0.0,8.0,44.0
488,336014,AC Gilchrist,46.0,0.0,8.0,54.0
